mod,defType,defName,label,classification,file
Armoury,SoundDef,kotorsound_enginehum_n1naboo,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_VehicleSounds_Engines.xml
Armoury,SoundDef,kotorsound_enginehum_sigil,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_VehicleSounds_Engines.xml
Armoury,SoundDef,kotorsound_enginehum_snowspeeder,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_VehicleSounds_Engines.xml
Armoury,SoundDef,kotorsound_enginehum_starviper,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_VehicleSounds_Engines.xml
Armoury,SoundDef,kotorsound_firespraygun,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_VehicleSounds_Weapons.xml
Armoury,SoundDef,kotorsound_flamethrower,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_Beams.xml
Armoury,SoundDef,kotorsound_flechette,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_SWWarlords.xml
Armoury,SoundDef,kotorsound_flechette_alt,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_SWWarlords.xml
Armoury,SoundDef,kotorsound_footlocker_close,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Containers.xml
Armoury,SoundDef,kotorsound_footlocker_open,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Containers.xml
Armoury,SoundDef,kotorsound_fraggrenade,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_Grenades.xml
Armoury,SoundDef,kotorsound_fusioncutter,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Misc.xml
Armoury,SoundDef,kotorsound_fusioncutter_oneshot,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Misc.xml
Armoury,SoundDef,kotorsound_grenadecook,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_Grenades.xml
Armoury,SoundDef,kotorsound_grenadelauncher,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_SWWarlords.xml
Armoury,SoundDef,kotorsound_grenadethrow,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_Grenades.xml
Armoury,SoundDef,kotorsound_havocgun,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_VehicleSounds_Weapons.xml
Armoury,SoundDef,kotorsound_havocturret,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_VehicleSounds_Weapons.xml
Armoury,SoundDef,kotorsound_healbeam,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_Beams.xml
Armoury,SoundDef,kotorsound_heavy1,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_Basic.xml
Armoury,SoundDef,kotorsound_heavy2,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_Basic.xml
Armoury,SoundDef,kotorsound_hovercar_idle,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_VehicleSounds_Engines.xml
Armoury,SoundDef,kotorsound_hovercar_moving,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_VehicleSounds_Engines.xml
Armoury,SoundDef,kotorsound_hovertank_idle,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_VehicleSounds_Engines.xml
Armoury,SoundDef,kotorsound_hovertank_moving,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_VehicleSounds_Engines.xml
Armoury,SoundDef,kotorsound_hovertankheavy_idle,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_VehicleSounds_Engines.xml
Armoury,SoundDef,kotorsound_hovertankheavy_moving,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_VehicleSounds_Engines.xml
Armoury,SoundDef,kotorsound_impsniper,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_SWWarlords.xml
Armoury,SoundDef,kotorsound_impsniper_withtrail,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_SWWarlords.xml
Armoury,SoundDef,kotorsound_inject,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Misc.xml
Armoury,SoundDef,kotorsound_ionbeam,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_Beams.xml
Armoury,SoundDef,kotorsound_ioncannon,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_VehicleSounds_Weapons.xml
Armoury,SoundDef,kotorsound_ioncannon_small,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_Cannons.xml
Armoury,SoundDef,kotorsound_ioncannon_small_louder,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_Cannons.xml
Armoury,SoundDef,kotorsound_iongrenade,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_Grenades.xml
Armoury,SoundDef,kotorsound_ionjawa,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_Special.xml
Armoury,SoundDef,kotorsound_levelup,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_GUI.xml
Armoury,SoundDef,kotorsound_lightsaber_deflect,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Lightsaber.xml
Armoury,SoundDef,kotorsound_lightsaber_hithard,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Lightsaber.xml
Armoury,SoundDef,kotorsound_lightsaber_hitsoft,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Lightsaber.xml
Armoury,SoundDef,kotorsound_lightsaber_off,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Lightsaber.xml
Armoury,SoundDef,kotorsound_lightsaber_on,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Lightsaber.xml
Armoury,SoundDef,kotorsound_lightsaber_swing,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Lightsaber.xml
Armoury,SoundDef,kotorsound_lightsaber_swingsustainer,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Lightsaber.xml
Armoury,SoundDef,kotorsound_lightwhip_hit,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Lightsaber.xml
Armoury,SoundDef,kotorsound_lightwhip_swing,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Lightsaber.xml
Armoury,SoundDef,kotorsound_lightwhip_swingsustainer,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Lightsaber.xml
Armoury,SoundDef,kotorsound_lockpick,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_GUI.xml
Armoury,SoundDef,kotorsound_mantisiongun,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_VehicleSounds_Weapons.xml
Armoury,SoundDef,kotorsound_massdrivergun,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_Cannons.xml
Armoury,SoundDef,kotorsound_medicbelt_longerloop,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Misc.xml
Armoury,SoundDef,kotorsound_medicbelt_loop,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Misc.xml
Armoury,SoundDef,kotorsound_medicbelt_oneshot,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Misc.xml
Armoury,SoundDef,kotorsound_medicbelt_smack,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Misc.xml
Armoury,SoundDef,kotorsound_metalbox_close,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Containers.xml
Armoury,SoundDef,kotorsound_metalbox_open,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Containers.xml
Armoury,SoundDef,kotorsound_milleniumfalcongun,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_VehicleSounds_Weapons.xml
Armoury,SoundDef,kotorsound_missile,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_Missiles.xml
Armoury,SoundDef,kotorsound_missileflying,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_Missiles.xml
Armoury,SoundDef,kotorsound_nantexgun,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_VehicleSounds_Weapons.xml
Armoury,SoundDef,kotorsound_pistol,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_Basic.xml
Armoury,SoundDef,kotorsound_plasmagrenade,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_Grenades.xml
Armoury,SoundDef,kotorsound_plasteelcylinder_close,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Containers.xml
Armoury,SoundDef,kotorsound_plasteelcylinder_open,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Containers.xml
Armoury,SoundDef,kotorsound_poisongrenade,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_Grenades.xml
Armoury,SoundDef,kotorsound_powercharge,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_Misc.xml
Armoury,SoundDef,kotorsound_pp7goldeneye,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_Special.xml
Armoury,SoundDef,kotorsound_protorp,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_VehicleSounds_Weapons.xml
Armoury,SoundDef,kotorsound_protorp2,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_VehicleSounds_Weapons.xml
Armoury,SoundDef,kotorsound_pulse,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_Special.xml
Armoury,SoundDef,kotorsound_radiationbeam,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_Beams.xml
Armoury,SoundDef,kotorsound_railgun,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_Special.xml
Armoury,SoundDef,kotorsound_rebelsniper,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_SWWarlords.xml
Armoury,SoundDef,kotorsound_relby,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_SWWarlords.xml
Armoury,SoundDef,kotorsound_reloadlauncher,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_VehicleSounds_Misc.xml
Armoury,SoundDef,kotorsound_republicsniper,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_SWWarlords.xml
Armoury,SoundDef,kotorsound_rifle,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_Basic.xml
Armoury,SoundDef,kotorsound_rocket,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_Missiles.xml
Armoury,SoundDef,kotorsound_rocketflying,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_Missiles.xml
Armoury,SoundDef,kotorsound_scrappile_close,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Containers.xml
Armoury,SoundDef,kotorsound_scrappile_open,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Containers.xml
Armoury,SoundDef,kotorsound_select_JKammo,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Misc.xml
Armoury,SoundDef,kotorsound_select_JKdetpack,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Misc.xml
Armoury,SoundDef,kotorsound_select_JKmedkit,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Misc.xml
Armoury,SoundDef,kotorsound_select_JKshield,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Misc.xml
Armoury,SoundDef,kotorsound_select_SotE,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Misc.xml
Armoury,SoundDef,kotorsound_select_bowcaster,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Misc.xml
Armoury,SoundDef,kotorsound_select_brifle,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Misc.xml
Armoury,SoundDef,kotorsound_select_carbine,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Misc.xml
Armoury,SoundDef,kotorsound_select_dis,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Misc.xml
Armoury,SoundDef,kotorsound_select_grenade,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Misc.xml
Armoury,SoundDef,kotorsound_select_hvypistol,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Misc.xml
Armoury,SoundDef,kotorsound_select_hvyrep,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Misc.xml
Armoury,SoundDef,kotorsound_select_ion,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Misc.xml
Armoury,SoundDef,kotorsound_select_other,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Misc.xml
Armoury,SoundDef,kotorsound_select_pistol,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Misc.xml
Armoury,SoundDef,kotorsound_select_shipgun,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_VehicleSounds_Misc.xml
Armoury,SoundDef,kotorsound_select_slug,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Misc.xml
Armoury,SoundDef,kotorsound_shielddeflect_big,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Misc.xml
Armoury,SoundDef,kotorsound_shielddeflect_small,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Misc.xml
Armoury,SoundDef,kotorsound_shieldhit,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Misc.xml
Armoury,SoundDef,kotorsound_shieldpowerup,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Misc.xml
Armoury,SoundDef,kotorsound_silencedblaster,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_Special.xml
Armoury,SoundDef,kotorsound_sithfighter,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_VehicleSounds_Weapons.xml
Armoury,SoundDef,kotorsound_slug,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_Special.xml
Armoury,SoundDef,kotorsound_smallrocket,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_Missiles.xml
Armoury,SoundDef,kotorsound_sniper,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_Basic.xml
Armoury,SoundDef,kotorsound_sniper2,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_Basic.xml
Armoury,SoundDef,kotorsound_snowspeedergun,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_VehicleSounds_Weapons.xml
Armoury,SoundDef,kotorsound_soniccannon,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_Cannons.xml
Armoury,SoundDef,kotorsound_sonicgrenade,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_Grenades.xml
Armoury,SoundDef,kotorsound_speederbike_activate,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_VehicleSounds_Engines.xml
Armoury,SoundDef,kotorsound_speederbike_damaged,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_VehicleSounds_Misc.xml
Armoury,SoundDef,kotorsound_speederbike_deactivate,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_VehicleSounds_Engines.xml
Armoury,SoundDef,kotorsound_speederbike_idle,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_VehicleSounds_Engines.xml
Armoury,SoundDef,kotorsound_speederbike_moving,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_VehicleSounds_Engines.xml
Armoury,SoundDef,kotorsound_speedergun,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_Cannons.xml
Armoury,SoundDef,kotorsound_starfighter_activate,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_VehicleSounds_Engines.xml
Armoury,SoundDef,kotorsound_starfighter_deactivate,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_VehicleSounds_Engines.xml
Armoury,SoundDef,kotorsound_starfighter_malfunction,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_VehicleSounds_Engines.xml
Armoury,SoundDef,kotorsound_starvipergun,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_VehicleSounds_Weapons.xml
Armoury,SoundDef,kotorsound_static_off,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Misc.xml
Armoury,SoundDef,kotorsound_static_on,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Misc.xml
Armoury,SoundDef,kotorsound_stun,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_Special.xml
Armoury,SoundDef,kotorsound_stunbeam,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_Beams.xml
Armoury,SoundDef,kotorsound_stungrenade,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_Grenades.xml
Armoury,SoundDef,kotorsound_swordinteract,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_Misc.xml
Armoury,SoundDef,kotorsound_targetlock,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_VehicleSounds_Misc.xml
Armoury,SoundDef,kotorsound_targetlock_off,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_VehicleSounds_Misc.xml
Armoury,SoundDef,kotorsound_thermaldet,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_Grenades.xml
Armoury,SoundDef,kotorsound_trackedvehicle_idle,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_VehicleSounds_Engines.xml
Armoury,SoundDef,kotorsound_trackedvehicle_moving,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_VehicleSounds_Engines.xml
Armoury,SoundDef,kotorsound_trackedvehicle_quietermoving,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_VehicleSounds_Engines.xml
Armoury,SoundDef,kotorsound_turbolaser,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_VehicleSounds_Weapons.xml
Armoury,SoundDef,kotorsound_turbolaser_LouderForTurrets,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_VehicleSounds_Weapons.xml
Armoury,SoundDef,kotorsound_upgrade,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_Sounds_GUI.xml
Armoury,SoundDef,kotorsound_vulturedroidgun,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_VehicleSounds_Weapons.xml
Armoury,SoundDef,kotorsound_wristblade,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_Melee.xml
Armoury,SoundDef,kotorsound_xwinggun,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_VehicleSounds_Weapons.xml
Armoury,SoundDef,kotorsound_ywinggun,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_VehicleSounds_Weapons.xml
Armoury,SoundDef,kotorsound_zapflying,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_Special.xml
Armoury,SoundDef,kotorsound_zapper,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_WeaponSounds_Special.xml
Armoury,SoundDef,kotorsound_zoomergun,,STRUCTURAL (no description in vanilla either),Armoury/Defs/Absorbed_KotorCore/SoundDefs/Absorbed_KotorCore_VehicleSounds_Weapons.xml
