river_id,tile,lat,lon,arc,elev_m,biome,water,river_flow,region,degree,dist_from_mouth,is_mouth,is_endpoint,is_branch
R04,14319,-20.8546,-19.8255,28.47,84.0,BiomeCypreJungle,0,73.0,Dune Sea,2,0,True,False,False
R04,14322,-18.2889,-19.7299,26.65,267.0,BiomeCypreJungle,0,45.0,Dune Sea,2,2,False,False,False
R04,14323,-19.6087,-20.5722,28.12,162.0,BiomeCypreJungle,0,79.0,Dune Sea,3,1,False,False,True
R04,14324,-19.6794,-22.1475,29.29,183.0,BiomeCypreJungle,0,55.0,Dune Sea,2,2,False,False,False
R04,14326,-18.4197,-22.8675,29.05,313.0,BiomeCypreJungle,0,59.0,Dune Sea,2,3,False,False,False
R05,2015,15.9109,-25.8424,30.06,91.0,BiomeCypreJungle,0,777.0,Dune Sea,2,2,False,False,False
R05,3473,25.2855,-33.4057,40.99,26.0,AB_MiasmicMangrove,0,499.0,Fever Wood,1,10,False,True,False
R05,6448,21.2847,-30.7802,36.82,21.0,BiomeCypreJungle,0,1657.0,Dune Sea,2,7,False,False,False
R05,6450,17.2775,-28.2268,32.72,18.0,BiomeCypreJungle,0,1821.0,Dune Sea,2,4,False,False,False
R05,8493,13.3081,-27.2491,30.1,-350.0,RUT_TheScald,1,0.0,Scald,1,0,True,True,False
R05,11308,19.9428,-29.9329,35.45,20.0,BiomeCypreJungle,0,1759.0,Dune Sea,2,6,False,False,False
R05,11309,18.6069,-29.082,34.08,19.0,BiomeCypreJungle,0,1814.0,Dune Sea,2,5,False,False,False
R05,18398,23.9574,-32.5145,39.59,24.0,BiomeCypreJungle,0,1014.0,Dune Sea,2,9,False,False,False
R05,18399,22.6235,-31.6396,38.2,23.0,BiomeCypreJungle,0,1406.0,Dune Sea,2,8,False,False,False
R05,19371,14.6138,-26.5462,30.04,128.0,BiomeCypreJungle,0,777.0,Dune Sea,2,1,False,False,False
R05,19372,15.9466,-27.3811,31.37,17.0,BiomeCypreJungle,0,1825.0,Dune Sea,2,3,False,False,False
R06,1855,19.9846,-33.0269,38.01,11.0,BiomeCypreJungle,0,1007.0,Dune Sea,2,5,False,False,False
R06,2014,16.0026,-30.4373,34.03,91.0,BiomeCypreJungle,0,1085.0,Dune Sea,2,1,False,False,False
R06,6449,18.639,-30.6172,35.37,14.0,BiomeCypreJungle,0,1078.0,Dune Sea,2,3,False,False,False
R06,8330,22.5797,-36.4274,42.02,10.0,AB_MiasmicMangrove,0,406.0,Fever Wood,2,8,False,False,False
R06,8331,23.8698,-37.3724,43.39,13.0,AB_MiasmicMangrove,0,67.0,Fever Wood,1,9,False,True,False
R06,8334,22.6157,-34.8239,40.73,15.0,AB_MiasmicMangrove,0,754.0,Fever Wood,2,7,False,False,False
R06,18411,21.3027,-33.9175,39.36,13.0,BiomeCypreJungle,0,954.0,Dune Sea,2,6,False,False,False
R06,18413,19.9722,-31.4759,36.72,15.0,BiomeCypreJungle,0,1071.0,Dune Sea,2,4,False,False,False
R06,19366,17.3336,-31.2876,35.34,10.0,BiomeCypreJungle,0,1085.0,Dune Sea,2,2,False,False,False
R06,19369,14.6904,-31.114,34.09,-350.0,RUT_TheScald,1,0.0,Scald,1,0,True,True,False
R07,2927,-21.9252,-65.7983,67.65,708.0,AridShrubland,0,95.0,Dew Belt,2,3,False,False,False
R07,2928,-19.0885,-62.1756,63.83,1329.0,AB_OcularForest,0,20.0,Dew Horn,1,6,False,True,False
R07,7786,-20.0903,-63.3803,65.11,1085.0,AridShrubland,0,45.0,Dew Horn,2,5,False,False,False
R07,7787,-21.0361,-64.5882,66.39,879.0,AridShrubland,0,70.0,Dew Horn,2,4,False,False,False
R07,15124,-22.8024,-67.0273,68.91,562.0,AridShrubland,0,120.0,Long Sand,2,2,False,False,False
R07,15125,-23.6756,-68.2785,70.19,481.0,AridShrubland,0,145.0,Long Sand,2,1,False,False,False
R07,15127,-23.0905,-69.8446,71.52,459.0,AridShrubland,0,170.0,Long Sand,1,0,True,True,False
R08,7041,10.1696,-47.9789,48.78,387.0,BiomeCypreJungle,0,20.0,Scald Spine,1,3,False,True,False
R08,7054,12.6947,-48.3642,49.6,34.0,BiomeCypreJungle,0,23.0,Dew Belt,2,1,False,False,False
R08,11915,13.8672,-49.3457,50.76,1.0,BiomeCypreJungle,0,34.0,Dew Belt,2,0,True,False,False
R08,15155,10.2955,-46.4865,47.36,551.0,BiomeCypreJungle,0,20.0,Scald Spine,1,3,False,True,False
R08,15157,11.5048,-47.4102,48.46,266.0,BiomeCypreJungle,0,25.0,Scald Spine,2,2,False,False,False
R08,17326,11.3621,-48.9128,49.88,148.0,BiomeCypreJungle,0,21.0,Scald Spine,2,2,False,False,False
R08,17328,12.535,-49.8772,51.02,1.0,BiomeCypreJungle,0,23.0,Dew Belt,2,1,False,False,False
R09,3223,-4.3227,66.4021,66.47,515.0,AridShrubland,0,70.0,Ashfall Range,2,3,False,False,False
R09,8081,-5.914,68.7014,68.82,143.0,AridShrubland,0,120.0,Ashfall Range,2,1,False,False,False
R09,8082,-5.1245,67.5573,67.65,319.0,AridShrubland,0,95.0,Ashfall Range,2,2,False,False,False
R09,16869,-3.5332,65.2694,65.32,973.0,AridShrubland,0,45.0,Ashfall Range,2,4,False,False,False
R09,16871,-2.7675,64.1741,64.21,1720.0,AB_OcularForest,0,20.0,Ashfall Range,1,5,False,True,False
R09,16893,-5.2084,69.9561,70.04,-350.0,RUT_GreySea,1,0.0,Grey Sea,1,0,True,True,False
R10,698,-12.4113,62.3835,63.08,557.0,AridShrubland,0,70.0,Ashfall Range,2,3,False,False,False
R10,11469,-11.9206,63.8302,64.44,307.0,AridShrubland,0,95.0,Ashfall Range,2,2,False,False,False
R10,11470,-11.4911,61.2701,61.9,823.0,AridShrubland,0,45.0,Ashfall Range,2,4,False,False,False
R10,16882,-12.2785,66.4054,66.98,1.0,AridShrubland,0,145.0,Ashfall Range,1,0,True,True,False
R10,16883,-11.396,65.2618,65.78,135.0,AridShrubland,0,120.0,Ashfall Range,2,1,False,False,False
R10,16957,-10.578,60.1764,60.73,1342.0,AB_OcularForest,0,20.0,Ashfall Range,1,5,False,True,False
R11,1603,-2.1987,67.7266,67.74,527.0,AridShrubland,0,70.0,Ashfall Range,2,2,False,False,False
R11,9160,-0.7068,65.4631,65.47,1627.0,AB_OcularForest,0,20.0,Ashfall Range,1,4,False,True,False
R11,16897,-3.721,70.0426,70.09,-350.0,RUT_GreySea,1,0.0,Grey Sea,1,0,True,True,False
R11,16898,-2.9583,68.8799,68.91,181.0,ZBiome_Badlands,0,95.0,Ashfall Range,2,1,False,False,False
R11,16901,-1.4428,66.5826,66.59,1118.0,AridShrubland,0,45.0,Ashfall Range,2,3,False,False,False
R12,777,-7.6333,-47.6515,48.11,861.0,AB_OcularForest,0,45.0,Scald Spine,2,1,False,False,False
R12,11943,-6.4027,-46.7929,47.13,-350.0,RUT_TheScald,1,0.0,Scald,2,0,True,False,False
R12,11945,-8.846,-48.5382,49.14,1587.0,BiomeCypreJungle,0,20.0,Scald Spine,1,2,False,True,False
R12,11946,-7.5361,-49.0867,49.51,1407.0,BiomeCypreJungle,0,20.0,Scald Spine,1,2,False,True,False
R12,11947,-6.3228,-48.2175,48.53,780.0,AB_OcularForest,0,45.0,Scald Spine,2,1,False,False,False
R13,3180,-20.0203,-7.1239,21.2,885.0,AridShrubland,0,45.0,Dune Sea,2,3,False,False,False
R13,8040,-21.2706,-7.915,22.63,431.0,AridShrubland,0,70.0,Dune Sea,2,2,False,False,False
R13,8041,-22.5582,-8.6716,24.09,36.0,AridShrubland,0,95.0,Dune Sea,2,1,False,False,False
R13,16634,-22.7228,-10.2155,24.8,1.0,AridShrubland,0,120.0,Dune Sea,1,0,True,True,False
R13,16645,-18.773,-6.322,19.77,612.0,AridShrubland,0,20.0,Anvil,1,4,False,True,False
R14,1174,-19.7468,-23.7126,30.49,265.0,BiomeCypreJungle,0,55.0,Dune Sea,2,2,False,False,False
R14,7653,-22.2547,-22.2669,31.07,99.0,BiomeCypreJungle,0,43.0,Dune Sea,1,0,True,True,False
R14,14325,-21.0075,-22.9902,30.75,148.0,BiomeCypreJungle,0,50.0,Dune Sea,2,1,False,False,False
R14,14327,-18.4769,-24.4281,30.28,516.0,BiomeCypreJungle,0,56.0,Dune Sea,2,3,False,False,False
R14,19482,-17.1984,-25.1372,30.14,1045.0,BiomeCypreJungle,0,48.0,Dune Sea,1,4,False,True,False
R15,1312,11.6402,-45.8941,47.03,392.0,BiomeCypreJungle,0,25.0,Scald Spine,1,2,False,True,False
R15,11914,14.0312,-47.8153,49.35,1.0,BiomeCypreJungle,0,21.0,Dew Belt,1,0,True,True,False
R15,15156,12.8429,-46.843,48.17,133.0,BiomeCypreJungle,0,26.0,Scald Spine,2,1,False,False,False
R16,7043,8.7308,-49.9843,50.54,287.0,BiomeCypreJungle,0,18.0,Scald Spine,1,1,False,True,False
R16,17324,9.9063,-50.911,51.6,145.0,BiomeCypreJungle,0,16.0,Dew Belt,1,0,True,True,False
