tile,lat,long,biome,elevation,temperature,rainfall,hilliness,swampiness,pollution
3753,-58.1536,159.3955,RUT_NightsideIce,651,-25.1,0,SmallHills,0,0
3754,-62.3799,156.5217,RUT_Wasteland,626,-20.1,0,Flat,0,0
3755,-61.2491,151.4584,RUT_Wasteland,584,-19.7,0,Flat,0,0
3756,-58.601,150.9588,RUT_ForsakenCrags,519,-21.7,0,SmallHills,0,0
3757,-57.1478,154.7887,RUT_NightsideIce,590,-24.5,0,SmallHills,0,0
3758,-55.5065,-175.2505,RUT_TheRot,1077,-31.7,0,Mountainous,0.2706,0
3759,-57.7817,-177.4804,RUT_TheRot,825,-28,0,Mountainous,0.2588,0
3760,-57.7817,177.4804,RUT_TheRot,823,-28,0,Mountainous,0.251,0
3761,-55.5065,175.2505,RUT_NightsideIce,910,-31,0,Mountainous,0.251,0
3762,-53.4164,177.7448,RUT_TheRot,1161,-34.6,0,Mountainous,0.2706,0
3763,-53.4164,-177.7448,RUT_TheRot,1086,-34,0,Mountainous,0.2784,0
3764,-80.5276,-7.8126,RUT_Wasteland,142,20.7,0,Flat,0,0
3765,-82.4943,-19.8705,RUT_Wasteland,184,18.8,0,SmallHills,0,0
3766,-85.0792,14.9793,RUT_Wasteland,195,16.5,0,Flat,0,0
3767,-85.0792,-14.9793,RUT_Wasteland,179,16.9,0,Flat,0,0
3768,-82.4943,19.8705,RUT_Wasteland,228,17.9,0,Flat,0,0
3769,-80.5276,7.8126,RUT_Wasteland,207,20,0,SmallHills,0,0
3770,-70.633,-33.1217,RUT_Desert,33,28,0,Flat,0,0
3771,-69.1286,-39.241,RUT_Desert,34,28,0,Flat,0,0
3772,-73.3141,-33.3399,RUT_Desert,35,26.3,0,Flat,0,0
3773,-74.4404,-41.7394,RUT_PoisonForest,36,24.6,0,Flat,0,0
3774,-72.659,-48.1628,RUT_Desert,32,24.3,0,Flat,0,0
3775,-70.0612,-46.0391,RUT_Desert,33,26.1,0,Flat,0,0
3776,-74.4404,41.7394,RUT_Wasteland,1,21.9,0,Flat,0,0
3777,-73.3142,33.3399,RUT_Wasteland,30,23.5,0,Flat,0,0
3778,-70.0612,46.0391,RUT_Desert,1,23.3,0,Flat,0,0
3779,-72.659,48.1628,RUT_Wasteland,37,21.4,0,Flat,0,0
3780,-69.1286,39.241,RUT_Desert,130,24.4,0,SmallHills,0,0
3781,-70.633,33.1217,RUT_Desert,92,24.8,0,Flat,0,0
3782,-61.2491,28.5416,RUT_Desert,407,30.9,0,SmallHills,0,0
3783,-62.3799,23.4783,RUT_CrackedLands,380,31.4,0,Flat,0,0
3784,-58.601,29.0412,RUT_Desert,450,32.5,0,SmallHills,0,0
3785,-57.1478,25.2114,RUT_Desert,475,34.6,0,Flat,0,0
3786,-58.1536,20.6045,RUT_Desert,492,34.5,0,SmallHills,0,0
3787,-60.7241,19.3968,RUT_Desert,401,33.5,0,Flat,0,0
3788,-55.5065,4.7495,RUT_ExtremeDesert,312,38.3,0,SmallHills,0,0
3789,-57.7817,2.5196,RUT_ExtremeDesert,185,37.7,0,SmallHills,0,0
3790,-53.4164,-2.2552,RUT_ExtremeDesert,179,40.9,0,Flat,0,0
3791,-53.4164,2.2552,RUT_ExtremeDesert,176,40.5,0,SmallHills,0,0
3792,-55.5065,-4.7495,RUT_ExtremeDesert,127,39.9,0,SmallHills,0,0
3793,-57.7817,-2.5196,RUT_ExtremeDesert,2,38.8,0,Flat,0,0
3794,-58.1536,-20.6045,RUT_Desert,31,38.7,0,Flat,0,0
3795,-60.7241,-19.3968,RUT_Desert,30,36.9,0,Flat,0,0
3796,-62.3799,-23.4783,RUT_Desert,32,35.3,0,Flat,0,0
3797,-61.2491,-28.5416,RUT_ExtremeDesert,38,35.4,0,Flat,0,0
3798,-57.1478,-25.2114,RUT_ExtremeDesert,36,38.8,0,Flat,0,0
3799,-58.601,-29.0412,RUT_ExtremeDesert,40,37.2,0,Flat,0,0
3800,-44.7393,53.1919,RUT_Wasteland,139,33.7,0,SmallHills,0,0
3801,-47.2688,53.9543,RUT_Desert,326,31.4,0,SmallHills,0,0
3802,-45.8943,60.3034,RUT_Desert,186,30,0,Flat,0,0
3803,-47.8595,57.622,RUT_Desert,256,30.1,0,Flat,0,0
3804,-43.4461,59.3338,RUT_Desert,72,31.8,0,SmallHills,0,0
3805,-42.8791,55.8757,RUT_Desert,104,33.3,0,Flat,0,0
3806,-34.6872,62.2314,RUT_Wasteland,22,32.6,0,Flat,0,0
3807,-34.1506,59.0928,RUT_Desert,127,33.5,0,LargeHills,0,0
3808,-32.7529,64.4286,RUT_Wasteland,26,31.8,0,Flat,0,0
3809,-30.3782,63.5077,RUT_Wasteland,138,31.7,0,SmallHills,0,0
3810,-29.8509,60.4921,RUT_Wasteland,287,32.6,0,SmallHills,0,0
3811,-31.6904,58.2819,RUT_Desert,389,33.1,0,LargeHills,0,0
3812,-45.2293,37.1289,RUT_ExtremeDesert,327,40.4,0,SmallHills,0,0
3813,-46.6732,33.9427,RUT_ExtremeDesert,313,40.7,0,SmallHills,0,0
3814,-46.3606,40.412,RUT_PoisonForest,464,37.6,0,SmallHills,0.349,0
3815,-48.9996,40.6339,RUT_Desert,518,35.5,0,Flat,0,0
3816,-50.5336,37.2663,RUT_ExtremeDesert,502,35.8,0,Flat,0,0
3817,-49.3331,33.8565,RUT_ExtremeDesert,434,38.2,0,SmallHills,0,0
3818,-34.6514,31.152,RUT_ExtremeDesert,37,49.3,0,Flat,0,0
3819,-33.2649,28.5217,RUT_ExtremeDesert,40,51.1,0,Flat,0,0
3820,-37.3362,31.1324,RUT_ExtremeDesert,38,48,0,Flat,0,0
3821,-38.6348,28.2963,RUT_ExtremeDesert,33,48.1,0,Flat,0,0
3822,-37.1881,25.6441,RUT_ExtremeDesert,36,49.9,0,Flat,0,0
3823,-34.5063,25.8469,RUT_ExtremeDesert,44,51.7,0,Flat,0,0
3824,-23.5273,53.25,RUT_ExtremeDesert,817,35.1,0,Mountainous,0,0
3825,-25.181,51.0694,RUT_ExtremeDesert,608,37.1,0,SmallHills,0,0
3826,-20.1644,49.9106,RUT_ExtremeDesert,952,36.5,4,Mountainous,0,0
3827,-21.0514,52.6207,RUT_ExtremeDesert,975,34.9,0,Mountainous,0,0
3828,-21.729,47.763,RUT_ExtremeDesert,592,39.5,0,LargeHills,0,0
3829,-24.2677,48.2893,RUT_ExtremeDesert,580,38.9,0,SmallHills,0,0
3830,-22.5216,38.0366,RUT_ExtremeDesert,320,46.8,0,SmallHills,0,0.8747
3831,-25.151,38.3348,RUT_ExtremeDesert,268,46.3,0,SmallHills,0,0
3832,-26.5693,35.9758,RUT_ExtremeDesert,65,48.9,0,SmallHills,0,0
3833,-25.2855,33.4057,RUT_ExtremeDesert,24,51.3,0,Flat,0,0
3834,-21.2816,35.4988,RUT_ExtremeDesert,156,49.9,0,SmallHills,0,1
3835,-22.6298,33.2273,RUT_ExtremeDesert,18,52,0,Flat,0,0
3836,-27.454,100.5419,RUT_ForsakenCrags,645,3.7,0,LargeHills,0,0
3837,-29.5832,102.3255,RUT_ForsakenCrags,661,2.4,0,Mountainous,0,0
3838,-27.0841,106.498,RUT_PoisonForest,38,-2.1,0,Flat,0,0
3839,-29.3806,105.3738,RUT_CrackedLands,41,-0.4,0,Flat,0,0
3840,-24.9822,104.6819,RUT_PoisonForest,34,-0.7,0,Flat,0,0
3841,-25.1503,101.7689,RUT_ForsakenCrags,30,2.3,0,LargeHills,0,0
3842,-32.1687,88.4138,RUT_AridShrubland,7,14.7,0,Flat,0,0
3843,-34.3444,86.745,RUT_AridShrubland,13,16.2,0,Flat,0,0
3844,-32.1687,91.5862,RUT_AridShrubland,10,12.2,0,SmallHills,0,0
3845,-34.3444,93.255,RUT_CrackedLands,142,11.1,0,SmallHills,0,0
3846,-36.5371,91.6724,RUT_AridShrubland,303,12.9,0,LargeHills,0,0
3847,-36.5371,88.3276,RUT_AridShrubland,22,15.6,0,SmallHills,0,0
3848,-25.1503,78.2311,RUT_AridShrubland,1,21.9,0,Flat,0,0
3849,-24.9822,75.3181,RUT_AridShrubland,5,24.2,0,Flat,0,0
3850,-27.454,79.4581,RUT_Desert,4,20.9,0,Flat,0,0
3851,-29.5832,77.6745,RUT_Desert,17,22.8,0,Flat,0,0
3852,-29.3806,74.6262,RUT_Wasteland,22,25.2,0,Flat,0,0
3853,-27.0841,73.502,RUT_Wasteland,14,25.8,0,Flat,0,0
3854,-13.859,80.658,RUT_GreySea,-350,21.3,0,Flat,0,0
3855,-11.5274,79.5145,RUT_GreySea,-350,22.2,0,Flat,0,0
3856,-16.1075,79.1388,RUT_GreySea,-350,22.3,0,Flat,0,0
3857,-16.0025,76.4512,RUT_GreySea,-350,24.4,0,Flat,0,0
3858,-13.6795,75.3794,RUT_GreySea,-350,25.4,0,Flat,0,0
3859,-11.4525,76.9198,RUT_GreySea,-350,24.3,0,Flat,0,0
3860,-16.0025,103.5489,RUT_Wasteland,3,-2.2,0,LargeHills,0,0
3861,-16.1075,100.8612,RUT_ForsakenCrags,82,0.6,0,LargeHills,0,0
3862,-11.4525,103.0802,RUT_Wasteland,1,-2.8,0,LargeHills,0,0
3863,-13.6795,104.6206,RUT_Wasteland,1,-3.9,0,LargeHills,0,0
3864,-11.5274,100.4855,RUT_ForsakenCrags,59,0.3,0,LargeHills,0,0
3865,-13.859,99.342,RUT_ForsakenCrags,556,2.1,0,LargeHills,0,0
3866,-7.0084,92.5468,RUT_Wasteland,7,11.7,0,Flat,0,0
3867,-9.343,91.2937,RUT_Wasteland,7,12.5,0,Flat,0,0
3868,-9.343,88.7063,RUT_Wasteland,7,14.7,0,Flat,0,0
3869,-7.0084,87.4533,RUT_Wasteland,5,15,0,SmallHills,0,0
3870,-4.6784,91.2548,RUT_AridShrubland,1,12.5,0,SmallHills,0,0
3871,-4.6784,88.7452,RUT_Wasteland,1,15,0,Flat,0,0
3872,-1.2764,170.6536,RUT_Umbra,750,-75.1,0,LargeHills,0.2,0
3873,-2.5274,172.984,RUT_Umbra,563,-77.6,0,LargeHills,0,0
3874,1.2505,175.32,RUT_Umbra,801,-78,0,Mountainous,0.2196,0
3875,-1.2505,175.32,RUT_PropaneLake,-100,-78.9,0,Flat,0.2314,0
3876,2.5274,172.984,RUT_Umbra,360,-76,0,LargeHills,0.2118,0
3877,1.2764,170.6536,RUT_Umbra,458,-74.7,0,LargeHills,0.2118,0
3878,-10.4286,163.6124,RUT_Umbra,704,-70.7,0,LargeHills,0,0
3879,-13.0128,163.5618,RUT_Umbra,715,-69.4,0,SmallHills,0,0
3880,-9.0666,165.9604,RUT_Umbra,1053,-73.1,0,LargeHills,0,0
3881,-10.2704,168.2808,RUT_Umbra,733,-73.7,0,LargeHills,0,0
3882,-12.8138,168.2495,RUT_Umbra,758,-72.1,0,LargeHills,0,0
3883,-14.1953,165.8791,RUT_Umbra,865,-70.6,0,SmallHills,0,0
3884,10.6379,154.375,RUT_Umbra,420,-59.2,0,LargeHills,0.2314,0
3885,13.2798,154.2788,RUT_Umbra,1176,-58.2,0,Mountainous,0.2392,0
3886,13.3549,149.7148,RUT_Umbra,83,-54.4,0,LargeHills,0.2392,0
3887,14.6435,151.9241,RUT_Umbra,349,-55.5,0,SmallHills,0.2392,0
3888,10.6967,149.836,RUT_Umbra,156,-56.4,0,LargeHills,0.2588,0
3889,9.342,152.1416,RUT_Umbra,221,-59.3,4,LargeHills,0.2392,0
3890,10.2704,168.2808,RUT_Umbra,5,-69.1,0,LargeHills,0.251,0
3891,9.0666,165.9604,RUT_Umbra,421,-68.1,0,LargeHills,0.2392,0
3892,10.4286,163.6124,RUT_Umbra,436,-65.9,0,LargeHills,0.2196,0
3893,13.0128,163.5618,RUT_Umbra,486,-64.4,0,LargeHills,0.2196,0.8826
3894,14.1953,165.8791,RUT_Umbra,338,-65.4,0,LargeHills,0.2314,1
3895,12.8138,168.2495,RUT_Umbra,5,-67.8,0,SmallHills,0.251,0
3896,-9.342,152.1416,RUT_Umbra,614,-62,0,Flat,0,0
3897,-10.6967,149.836,RUT_Umbra,588,-58.9,0,LargeHills,0,0
3898,-10.6379,154.375,RUT_Umbra,558,-63,0,LargeHills,0,0
3899,-13.2798,154.2788,RUT_Umbra,1147,-62.2,0,Mountainous,0,0
3900,-14.6435,151.9241,RUT_Umbra,1024,-59.8,0,LargeHills,0,0
3901,-13.3549,149.7148,RUT_Umbra,591,-57.7,0,LargeHills,0,0
3902,2.6867,145.608,RUT_Umbra,495,-54.2,0,LargeHills,0,0
3903,1.3425,147.8172,RUT_Umbra,957,-57.8,0,LargeHills,0,0
3904,-1.3425,147.8172,RUT_Umbra,501,-57.3,0,SmallHills,0,0
3905,-2.6867,145.608,RUT_Umbra,481,-54.3,0,Flat,0,0
3906,-1.3434,143.4464,RUT_Umbra,464,-51.4,0,Flat,0,0
3907,1.3434,143.4464,RUT_Umbra,498,-51.5,0,Flat,0,0
3908,-34.1506,-120.9072,RUT_TheRot,1149,-24,0,LargeHills,0.2314,0
3909,-34.6872,-117.7686,RUT_TheRot,1050,-20.5,0,Flat,0.349,0
3910,-30.3782,-116.4923,RUT_TheRot,846,-19.3,0,SmallHills,0.2196,0
3911,-32.7529,-115.5714,RUT_TheRot,904,-18.1,0,LargeHills,0.3608,0
3912,-29.8509,-119.5079,RUT_TheRot,814,-22.3,0,SmallHills,0.2314,0
3913,-31.6904,-121.7181,RUT_TheRot,933,-24.5,0,LargeHills,0.2314,0
3914,-44.7393,-126.8081,RUT_TheRot,1523,-26,0,SmallHills,0.349,0
3915,-47.2688,-126.0457,RUT_TheRot,1661,-24.8,0,SmallHills,0.3412,0
3916,-42.8791,-124.1243,RUT_TheRot,1493,-24.5,0,SmallHills,0.3294,0
3917,-43.4461,-120.6662,RUT_TheRot,1354,-20.5,0,SmallHills,0.3216,0
3918,-45.8943,-119.6966,RUT_TheRot,1374,-18.6,0,LargeHills,0.3098,0
3919,-47.8595,-122.378,RUT_TheRot,1592,-21.1,0,LargeHills,0.3098,0
3920,-45.2293,-142.8712,RUT_NightsideIce,1049,-32.7,0,LargeHills,0,0
3921,-46.6732,-146.0573,RUT_NightsideIce,1282,-34.4,0,LargeHills,0,0
3922,-46.3606,-139.588,RUT_NightsideIce,1099,-30.5,0,LargeHills,0,0
3923,-48.9996,-139.3661,RUT_NightsideIce,1256,-29.2,0,LargeHills,0,0
3924,-50.5336,-142.7337,RUT_NightsideIce,1279,-29.7,0,SmallHills,0,0
3925,-49.3331,-146.1435,RUT_NightsideIce,1250,-32.2,0,SmallHills,0,0
3926,-34.6514,-148.8481,RUT_NightsideIce,891,-44.2,0,LargeHills,0,0
3927,-33.2649,-151.4783,RUT_BlueDesert,694,-46.1,0,SmallHills,0,0
3928,-37.3362,-148.8676,RUT_NightsideIce,876,-41.6,0,SmallHills,0,0
3929,-38.6348,-151.7037,RUT_NightsideIce,868,-42,0,LargeHills,0,0
3930,-37.1881,-154.3559,RUT_NightsideIce,682,-44,0,SmallHills,0,0
3931,-34.5063,-154.1531,RUT_BlueDesert,667,-46.4,0,SmallHills,0,0
3932,-25.151,-141.6652,RUT_NightsideIce,758,-44.5,0,SmallHills,0.3216,0
3933,-22.5216,-141.9634,RUT_NightsideIce,680,-45.8,0,LargeHills,0.3216,0
3934,-26.5693,-144.0242,RUT_NightsideIce,845,-46.6,0,Flat,0.298,0
3935,-25.2855,-146.5943,RUT_NightsideIce,783,-49.4,0,SmallHills,0.2902,0
3936,-22.6298,-146.7727,RUT_BlueDesert,755,-51,0,SmallHills,0,0
3937,-21.2816,-144.5012,RUT_BlueDesert,880,-50.1,0,SmallHills,0,0
3938,-23.5273,-126.75,RUT_TheRot,967,-31.7,0,SmallHills,0.2706,0
3939,-25.181,-128.9306,RUT_TheRot,1025,-33.8,0,SmallHills,0.2706,0
3940,-24.2677,-131.7107,RUT_TheRot,1091,-37.2,0,SmallHills,0.4196,0.864
3941,-21.729,-132.2371,RUT_TheRot,1113,-38.9,0,LargeHills,0.4196,0
3942,-20.1644,-130.0894,RUT_NightsideIce,1227,-37.7,0,SmallHills,0,0
3943,-21.0514,-127.3793,RUT_TheRot,990,-33.1,0,LargeHills,0.4392,0
3944,-46.3606,-40.412,RUT_ExtremeDesert,40,40.8,0,Flat,0,0
3945,-48.9996,-40.6339,RUT_ExtremeDesert,119,38.8,0,Flat,0,0
3946,-49.3331,-33.8565,RUT_ExtremeDesert,32,41,0,Flat,0,0
3947,-50.5336,-37.2663,RUT_ExtremeDesert,57,39.2,0,Flat,0,0
3948,-46.6732,-33.9427,RUT_ExtremeDesert,69,42.1,0,Flat,0,0
3949,-45.2293,-37.1288,RUT_ExtremeDesert,60,42.1,0,Flat,0,0.9343
3950,-42.8791,-55.8757,RUT_ExtremeDesert,39,35,0,Flat,0,0
3951,-43.4461,-59.3338,RUT_Desert,38,32.8,0,Flat,0,0
3952,-44.7392,-53.1919,RUT_Desert,44,35.9,0,Flat,0,0
3953,-47.2688,-53.9543,RUT_ExtremeDesert,46,34.8,0,Flat,0,0
3954,-47.8595,-57.622,RUT_ExtremeDesert,43,32.6,0,Flat,0,0
3955,-45.8943,-60.3034,RUT_Desert,40,31.7,0,Flat,0,0
3956,-26.5693,-35.9758,RUT_Webwork,571,46.1,0,LargeHills,0.4,0
3957,-25.2855,-33.4057,RUT_Greentide,213,49.4,0,Flat,0.3686,0
3958,-21.2816,-35.4988,RUT_Greentide,664,46.7,973,Impassable,0.3608,0
3959,-22.6298,-33.2273,RUT_Webwork,634,47.8,417,LargeHills,0.349,0
3960,-22.5216,-38.0366,RUT_Greentide,395,46.9,0,Mountainous,0.4,0
3961,-25.151,-38.3348,RUT_Webwork,583,45.4,0,SmallHills,0.4196,0
3962,-38.6348,-28.2963,RUT_ExtremeDesert,151,46.1,0,SmallHills,0,0
3963,-37.3362,-31.1324,RUT_ExtremeDesert,273,45.1,0,SmallHills,0,0
3964,-34.6514,-31.152,RUT_ExtremeDesert,351,45.8,0,Flat,0,0
3965,-33.2649,-28.5217,RUT_ExtremeDesert,255,47.4,0,SmallHills,0,0
3966,-34.5063,-25.8469,RUT_ExtremeDesert,221,47.7,0,Flat,0,0
3967,-37.1881,-25.6441,RUT_ExtremeDesert,261,46.6,0,SmallHills,0,0
3968,-31.6904,-58.2819,RUT_ExtremeDesert,502,34.3,0,LargeHills,0,0
3969,-29.8509,-60.4921,RUT_ExtremeDesert,702,31.9,0,LargeHills,0,0
3970,-34.1506,-59.0929,RUT_ExtremeDesert,268,34.1,0,SmallHills,0,0
3971,-34.6872,-62.2314,RUT_Desert,312,31.3,0,SmallHills,0,0
3972,-32.7529,-64.4286,RUT_ExtremeDesert,442,29.5,0,SmallHills,0,0
3973,-30.3782,-63.5077,RUT_ExtremeDesert,491,30.5,0,SmallHills,0,0
3974,-21.729,-47.7629,RUT_CrackedLands,869,40.3,417,Impassable,0.4196,0
3975,-24.2677,-48.2893,RUT_Miasma,1026,38.6,417,Impassable,0.8314,0
3976,-25.181,-51.0694,RUT_Contagion,1340,35.1,15,Impassable,0,0
3977,-23.5273,-53.25,RUT_Contagion,1670,32.2,80,Impassable,0,0
3978,-21.0514,-52.6207,RUT_Contagion,1310,35.2,207,Impassable,0,0.8516
3979,-20.1644,-49.9106,RUT_CrackedLands,969,38.9,417,Impassable,0.4196,0
3980,-10.6379,25.625,RUT_ExtremeDesert,379,56.4,0,Flat,0,0.8558
3981,-13.2798,25.7212,RUT_ExtremeDesert,296,56.7,0,Flat,0,0
3982,-13.3549,30.2852,RUT_ExtremeDesert,284,53.5,0,Flat,0,0
3983,-14.6435,28.0759,RUT_ExtremeDesert,347,54.8,0,Flat,0,0
3984,-10.6967,30.164,RUT_ExtremeDesert,380,53.3,0,SmallHills,0,0
3985,-9.342,27.8584,RUT_ExtremeDesert,362,55.2,0,Flat,0,0
3986,-9.0666,14.0396,RUT_ExtremeDesert,588,63.7,0,Flat,0,0.2
3987,-10.2704,11.7192,RUT_ExtremeDesert,587,63.8,0,Flat,0,0.3
3988,-10.4286,16.3876,RUT_ExtremeDesert,585,62.6,0,LargeHills,0,0
3989,-13.0128,16.4382,RUT_ExtremeDesert,149,62.1,0,Flat,0,0
3990,-14.1953,14.1209,RUT_ExtremeDesert,583,62.7,0,Flat,0,0
3991,-12.8138,11.7505,RUT_ExtremeDesert,583,63,0,Flat,0,0.2
3992,1.2764,9.3464,RUT_RustCathedral,615,63.2,0,Flat,0,0.95
3993,2.5274,7.016,RUT_RustCathedral,624,63,0,Flat,0,1
3994,-1.2764,9.3464,RUT_RustCathedral,611,63.4,0,Flat,0,0.9
3995,-2.5274,7.016,RUT_RustCathedral,610,64.5,0,Flat,0,1
3996,-1.2505,4.68,RUT_RustCathedral,615,64,0,Flat,0,0.9
3997,1.2505,4.68,RUT_RustCathedral,624,62.9,4,Flat,0,0.9
3998,10.4286,16.3876,RUT_ExtremeDesert,610,58.2,0,LargeHills,0,0.45
3999,13.0128,16.4382,RUT_ExtremeDesert,253,58.7,0,LargeHills,0,0.15
4000,9.0666,14.0396,RUT_Scarlands,533,59,0,SmallHills,0,0.65
4001,10.2704,11.7192,RUT_RustCathedral,611,58.6,0,Flat,0,1
4002,12.8138,11.7505,RUT_Scarlands,596,58,0,SmallHills,0,0.65
4003,14.1953,14.1209,RUT_ExtremeDesert,613,58.2,0,LargeHills,0,0.45
4004,9.342,27.8584,RUT_ExtremeDesert,196,55.4,0,SmallHills,0,0
4005,10.6967,30.164,RUT_ExtremeDesert,154,54.5,0,SmallHills,0,0
4006,10.6379,25.625,RUT_ExtremeDesert,165,56.3,0,SmallHills,0,0
4007,13.2798,25.7212,RUT_ExtremeDesert,1,57.1,0,Flat,0,0
4008,14.6435,28.0759,RUT_ExtremeDesert,1,56.1,0,Flat,0,0
4009,13.3549,30.2852,RUT_ExtremeDesert,1,55,0,Flat,0,0.9004
4010,-2.6867,34.392,RUT_ExtremeDesert,879,48.2,4,LargeHills,0,0
4011,-1.3425,32.1828,RUT_ExtremeDesert,917,49.8,4,LargeHills,0,0
4012,1.3425,32.1828,RUT_ExtremeDesert,594,51.9,0,SmallHills,0,0
4013,2.6867,34.392,RUT_ExtremeDesert,621,50.5,0,SmallHills,0,0
4014,1.3434,36.5536,RUT_ExtremeDesert,717,48.4,4,LargeHills,0,0
4015,-1.3434,36.5536,RUT_ExtremeDesert,1105,45.7,5,LargeHills,0,0
4016,27.454,79.4581,RUT_Wasteland,29,22.4,0,Flat,0,0
4017,29.5832,77.6745,RUT_Desert,101,22.8,0,SmallHills,0,0
4018,27.0841,73.502,RUT_Desert,252,25.6,0,SmallHills,0,0
4019,29.3806,74.6262,RUT_Desert,254,24.2,0,SmallHills,0,0
4020,24.9822,75.3181,RUT_Wasteland,143,25.4,0,SmallHills,0,0
4021,25.1503,78.2311,RUT_Wasteland,77,23.2,0,Flat,0,0
4022,32.1687,91.5862,RUT_Wasteland,1,12.4,0,Flat,0,1
4023,34.3444,93.255,RUT_Desert,1,10.8,0,SmallHills,0,0
4024,32.1687,88.4138,RUT_Wasteland,35,15.1,0,LargeHills,0,1
4025,34.3444,86.745,RUT_Desert,204,14.8,0,SmallHills,0,0
4026,36.5371,88.3276,RUT_Desert,241,13.9,0,Flat,0,0
4027,36.5371,91.6724,RUT_Desert,67,12.1,0,LargeHills,0,0
4028,9.343,88.7063,RUT_GreySea,-350,15,0,Flat,0,0
4029,7.0084,87.4533,RUT_GreySea,-350,16,0,Flat,0,0
4030,4.6784,91.2548,RUT_GreySea,-350,12.5,0,Flat,0,0.9965
4031,4.6784,88.7452,RUT_GreySea,-350,15,0,Flat,0,0
4032,7.0084,92.5468,RUT_GreySea,-350,11,0,Flat,0,0
4033,9.343,91.2937,RUT_GreySea,-350,12.5,0,Flat,0,0
4034,16.0025,76.4512,RUT_CrackedLands,25,24.6,0,Flat,0,0
4035,16.1075,79.1388,RUT_CrackedLands,22,22.4,0,SmallHills,0,0
4036,13.859,80.658,RUT_GreySea,-350,21.3,0,Flat,0,0
4037,11.5274,79.5145,RUT_GreySea,-350,22.2,0,Flat,0,0
4038,11.4525,76.9198,RUT_CrackedLands,29,24.6,0,SmallHills,0,0
4039,13.6795,75.3794,RUT_CrackedLands,25,25.4,0,Flat,0,0
4040,25.1503,101.7689,RUT_GreySea,-350,1.2,0,Flat,0,0.8206
4041,24.9822,104.6819,RUT_GreySea,-350,-1.9,0,Flat,0,0
4042,27.454,100.5419,RUT_AridShrubland,1,2.8,0,LargeHills,0,0
4043,29.5832,102.3255,RUT_CrackedLands,25,1.3,0,LargeHills,0,0
4044,29.3806,105.3738,RUT_CrackedLands,98,-2.3,0,LargeHills,0,0
4045,27.0841,106.498,RUT_CrackedLands,39,-2.7,0,LargeHills,0,0
4046,11.5274,100.4855,RUT_GreySea,-350,1.7,0,Flat,0,0
4047,13.859,99.342,RUT_AridShrubland,1,3.1,0,LargeHills,0,0.8692
4048,16.1075,100.8612,RUT_GreySea,-350,1.5,0,Flat,0,0
4049,16.0025,103.5488,RUT_GreySea,-350,-1.6,0,Flat,0,0
4050,13.6795,104.6206,RUT_GreySea,-350,0.8,0,Flat,0,0
4051,11.4525,103.0802,RUT_GreySea,-350,-1.4,0,Flat,0,0
4052,55.1206,-86.0729,RUT_Wasteland,9,15.5,0,Flat,0,0
4053,53.1592,-88.0149,RUT_Wasteland,5,14.5,0,Flat,0,0
4054,51.2137,-86.0919,RUT_Wasteland,6,15.5,0,Flat,0,0
4055,51.2588,-82.178,RUT_Wasteland,10,17.7,0,Flat,0,0
4056,53.3554,-80.1041,RUT_Wasteland,13,18.6,0,Flat,0,0
4057,55.3061,-82.1112,RUT_Desert,13,17.6,0,Flat,0,0
4058,55.1206,-93.9271,RUT_Wasteland,6,10.9,0,Flat,0,1
4059,55.3061,-97.8889,RUT_Desert,7,8.3,0,Flat,0,0
4060,53.1592,-91.9851,RUT_Wasteland,4,12,0,Flat,0,0
4061,51.2137,-93.9081,RUT_Desert,1,10.3,0,Flat,0,0
4062,53.3554,-99.8959,RUT_Wasteland,5,6.5,0,Flat,0,0
4063,51.2588,-97.822,RUT_Desert,1,7.4,0,Flat,0,0
4064,59.2618,-97.1225,RUT_Desert,20,10,0,Flat,0,0
4065,61.4506,-98.3085,RUT_Desert,28,10.1,0,Flat,0,0
4066,57.455,-99.7347,RUT_Wasteland,13,7.8,0,Flat,0,0
4067,57.6759,-103.9571,RUT_Wasteland,15,5.2,0,Flat,0,0
4068,61.8887,-103.0141,RUT_Wasteland,30,7.7,0,Flat,0,0
4069,59.8974,-105.9501,RUT_Wasteland,24,5.1,0,Flat,0,0
4070,62.0932,-90,RUT_Desert,26,14.7,0,Flat,0,0
4071,63.0293,-85.5168,RUT_Desert,25,16.3,0,Flat,0,0
4072,63.0293,-94.4832,RUT_Wasteland,29,12.5,0,Flat,0,0
4073,65.2871,-95.0797,RUT_Desert,29,12.4,0,Flat,0,0
4074,65.2871,-84.9203,RUT_Desert,25,16.4,0,Flat,0,0
4075,66.5998,-90,RUT_Desert,28,14.8,0,Flat,0,0
4076,57.455,-80.2653,RUT_Desert,21,18.6,0,Flat,0,0
4077,59.2618,-82.8775,RUT_Desert,23,17.4,0,Flat,0,0
4078,61.4506,-81.6915,RUT_Desert,24,17.8,0,Flat,0,0
4079,61.8887,-76.9859,RUT_Desert,25,19.5,0,Flat,0,0
4080,57.6759,-76.0429,RUT_Desert,27,20.8,0,Flat,0,0
4081,59.8974,-74.0499,RUT_Desert,28,21.2,0,Flat,0,0
4082,59.2618,82.8775,RUT_TheRot,303,15.4,0,Flat,0.349,0
4083,61.4506,81.6915,RUT_TheRot,331,15.6,0,Flat,0.3608,0
4084,61.8887,76.9859,RUT_TheRot,252,17.7,0,Flat,0.3412,0
